Polar_expression,Polarity
enormt med krefter,0.8333333333333334
V8-motor på 450 hester jobber opp mot turtallsperren på 8500 omdreininger,0.8333333333333334
gåsehud-god !,0.8333333333333334
nyvinninger,0.8333333333333334
stabil som bare det,0.8333333333333334
verdig arvtager,0.8333333333333334
bedre,0.8333333333333334
På bakakselen sitter en sportsdifferensial som jobber for å motvirke understyring,0.8333333333333334
Via elektronikken både bremses det og sendes krefter til de hjulene som behøver det,0.8333333333333334
ny og fordeler nå mer krefter mellom for- og bakhjul,0.8333333333333334
tillater inntil 70 prosent krefter på forhjulene,0.8333333333333334
hele 85 prosent bak,0.8333333333333334
kjenner kreftene formelig jobber frem og tilbake mellom for- og bakhjul der det i øyeblikket er mest hensiktsmessig,0.8333333333333334
kun godt å melde,0.8333333333333334
vakreste modell,0.8333333333333334
enda tøffere,0.8333333333333334
store fangere,0.8333333333333334
gittergrill,0.8333333333333334
alu-plast,0.8333333333333334
diffusor,
justerbar hekkspoiler,0.8333333333333334
RS-styling,0.8333333333333334
rett og slett sint !,1.0
Herlig er det da å tenke på,0.8333333333333334
tilpasse fasthet og sportslighet,0.8333333333333334
"Programmet går fra comfort , auto og til dynamic",0.8333333333333334
100 000 over konkurrenten,0.3333333333333333
Senere i år blir,0.8333333333333334
Kobler du ut S-knappen er heller ikke motorlyden fullt så potent og alt utenom utseendet tas noen hakk ned,0.8333333333333334
hodepine,0.3333333333333333
"Rundt 1,6 millioner kroner",0.3333333333333333
100 000 kroner over hovedkonkurrent,0.3333333333333333
dra seg til med ekstrautstyr,0.3333333333333333
gromme,0.8333333333333334
70 000 kroner ekstra,0.3333333333333333
Ingen tvil om at det koster å være kar !,0.3333333333333333
toppklasse,1.0
mektige og lunefulle stemningen,0.8333333333333334
mektige og lunefulle stemningen,0.8333333333333334
To mesterverk,0.8333333333333334
låter bra,0.8333333333333334
storslagen og mektig rock,0.8333333333333334
et av verdens mest spennende og beste rockeband i verden akkurat nå,1.0
stor opplevelse,0.8333333333333334
lar instrumentene rullere medlemmene mellom,0.8333333333333334
stil og innlevelse som fenger og fanger,0.8333333333333334
brenner,0.8333333333333334
bobler og koker,1.0
tar likevel noen runder for hele pakken sitter,0.16666666666666666
appell hele veien,0.8333333333333334
fortsatt å regne med,0.8333333333333334
Blant verdens beste rockeband,1.0
En tapt time,0.3333333333333333
ordentlig ålreite karer,1.0
ribbet for personlighet,0.6666666666666666
har fått kritikk for fraværet av headlinere,0.3333333333333333
kritikken er ikke uten en viss berettigelse,0.3333333333333333
ikke navn som i seg selv er kapable til å generere Bieber-tilstander i det sørlandske skogholtet,0.3333333333333333
"populistisk mikstur av nu-metal , emorock og punkpop",0.16666666666666666
fremstår,0.3333333333333333
Det låter ikke spesielt fett,0.6666666666666666
gigantisk problem,0.6666666666666666
høres veikt og kraftløst ut,0.6666666666666666
dødssynd i denne sjangeren,0.6666666666666666
"gjør det de skal , verken mer eller mindre",0.5
noe grått og ordinært over,0.3333333333333333
svært mange rager over dem,0.3333333333333333
tar på seg en rosa hjelm noen har kastet på scenen,0.8333333333333334
Den påstanden motbeviser hans stadig,1.0
prøver å sette i gang en moshpit,0.8333333333333334
oppfordrer publikum til å synge sin favorittlåt med Skrillex,0.8333333333333334
lager matchende ) dupsteplyder i mikrofonen,0.8333333333333334
ville hatt godt av et fnugg av sjarmen han legger for dagen,0.3333333333333333
løftes av skildringer fra Berlin før og etter murens fall,0.8333333333333334
kan lett beskyldes for å prøve seg på en variant av krimsuksessen Jussi Adler-Olsen og historiene om avdeling Q.,0.16666666666666666
sporet fullstendig av,0.6666666666666666
bedre grep om virkemidlene,0.8333333333333334
relativt humørløst,0.3333333333333333
gruvekkende,0.8333333333333334
sertifisert psyk,0.3333333333333333
ikke fullt så utpenslet denne gangen,0.6666666666666666
godt kommet,0.8333333333333334
tettere enn i førsteboka,0.3333333333333333
plottet er tettere enn i førsteboka,0.3333333333333333
angstbitersk,0.8333333333333334
veldreid,0.8333333333333334
Glad galopp,0.8333333333333334
Energisk,0.8333333333333334
slår muntre gnister,0.8333333333333334
strålende energisk postpunk,1.0
oppfinnsom vandring i sporene av The Fall,0.8333333333333334
Energien og oppfinnsomheten opprettholdes,0.8333333333333334
gjør at oppfinnsomheten aldri blir tøylesløs,0.8333333333333334
mindre av en begrensning enn en årsak til stadig å vende tilbake til,0.8333333333333334
fremadstrebende,0.8333333333333334
Strålende munter,1.0
"Velkommen til Memphis , avdeling Østre Toten",0.8333333333333334
flyter lett,0.8333333333333334
"hvem kunne trodd at totning skulle klinge så bra i et lydlandskap av soul , funk og gospel",0.8333333333333334
Gode,0.8333333333333334
utmerkete,0.8333333333333334
omsatt,0.8333333333333334
omsatt,0.8333333333333334
nesten går av hengslene,0.8333333333333334
nesten går av hengslene,0.8333333333333334
nesten går av hengslene,0.8333333333333334
nesten går av hengslene,0.8333333333333334
nesten går av hengslene,0.8333333333333334
nesten går av hengslene,0.8333333333333334
definerer,0.8333333333333334
heftige,0.8333333333333334
definerer,0.8333333333333334
Moden,0.8333333333333334
har jobbet mye med vokalen på dette albumet,0.8333333333333334
det høres,0.8333333333333334
rustne,0.8333333333333334
modenhet,0.8333333333333334
autoritet,0.8333333333333334
fandenivoldsk trøkk fra første akkord,1.0
"balanserer mellom funk , jazz og hip hop",0.8333333333333334
Trøkket vedvarer,0.8333333333333334
Trøkket vedvarer,0.8333333333333334
fin versjon,0.8333333333333334
funky,0.8333333333333334
virkelig får « tømt seg »,0.8333333333333334
Gode,0.8333333333333334
Som tekstforfatter blomstrer,0.8333333333333334
enkelt og liketil,0.8333333333333334
effektivt,0.8333333333333334
kunst,0.8333333333333334
særdeles vellykket,1.0
"Skal du stikke deg fram i dag , syng på morsmålet",0.8333333333333334
gir deg den utblåsningen som iblant trengs,0.8333333333333334
Øredøende,0.6666666666666666
har lyden,0.8333333333333334
må jobbe med låtene,0.3333333333333333
tiltalende,0.8333333333333334
tiltalende,0.8333333333333334
lite prangende,0.16666666666666666
lager,0.8333333333333334
utnytter trioformatet til det fulle,0.8333333333333334
Brutalt,0.8333333333333334
metallisk,0.8333333333333334
volum og selvsikkerhet i synkroniserte proporsjoner,0.8333333333333334
Ikke overvettes originalt musikalsk,0.3333333333333333
minner,0.3333333333333333
ispedd en dæsj « riot grrrl » -estetikk,0.3333333333333333
aldri kjedelig,1.0
må jobbe mer med materialet sitt,0.3333333333333333
må jobbe mer med,0.3333333333333333
klart godkjent,1.0
fint lite sug etter å få låtene deres presentert på hjemmesteroen,0.3333333333333333
tørt,0.3333333333333333
sobert,0.8333333333333334
flinke,0.8333333333333334
ikke bryr meg så mye,0.3333333333333333
ikke overbeviser,0.3333333333333333
ikke overbeviser,0.3333333333333333
Har Allen rett og slett bommet på castingen ?,0.8333333333333334
tar seg god til til å bygge opp bakgrunnen,0.8333333333333334
greier ikke,0.3333333333333333
nøkkelproblem,0.3333333333333333
folk drepes for bagateller,0.3333333333333333
Dårlig match,0.3333333333333333
flinke,0.8333333333333334
dårlig match her,0.3333333333333333
ikke veldig troverdig,0.3333333333333333
noen,0.16666666666666666
en av Woody Allens svakeste,0.3333333333333333
Solid tungrock,0.8333333333333334
godt håndverk,0.8333333333333334
kjører kvartetten et sikkert og solid løp,0.8333333333333334
kjører,0.8333333333333334
mange kjente tungrockriff av den gamle skolen samtidig,0.8333333333333334
flink til å variere med tøffe rockelåter og fengende ballader,1.0
tøffe,1.0
fengende,1.0
henter,0.8333333333333334
solid rockeband,1.0
gjennomgående gode,1.0
Ikke originalt gjort,0.3333333333333333
savnet av noe eget demper begeistringen,0.3333333333333333
Bra for det !,0.8333333333333334
R&Boring,0.6666666666666666
Forvirrende bunnivå,0.6666666666666666
magiske,0.8333333333333334
fantastiske,1.0
bunnivå,0.6666666666666666
Desverre,0.3333333333333333
Forvirrende presentert,0.3333333333333333
uten at man noensinne helt får snøring på hva konseptet egentlig dreier seg om,0.3333333333333333
mangelen,0.3333333333333333
spriker i alle retninger,0.3333333333333333
Det største problemet,0.3333333333333333
harrysteking med Pitbull,0.3333333333333333
lite minneverdig,0.3333333333333333
karakterløse,0.3333333333333333
milevis unna 32-åringens beste karriereøyeblikk,0.6666666666666666
gir meg mest,0.8333333333333334
Overraskende nok,0.3333333333333333
modig valg,0.8333333333333334
helten,0.8333333333333334
beundringsverdig,0.8333333333333334
ganske krevende bok,0.8333333333333334
fargerikt,0.8333333333333334
miljøets helt,0.8333333333333334
kan fortelle de utroligste ting,0.8333333333333334
har et stort hjerte,0.8333333333333334
funksjonell,0.8333333333333334
svært vakker,1.0
ser veldig stilige ut,1.0
forgråingen,0.8333333333333334
veldig neddempet og behagelig måte å snakke på,0.8333333333333334
får mot slutten et noe større register,0.8333333333333334
godt utført,0.8333333333333334
uten at det virkelig slår gnister av noen,0.16666666666666666
rekker ikke helt å etablere et forhold til alle,0.16666666666666666
veldig mye som skal frem,0.16666666666666666
kommer,0.3333333333333333
endel,0.3333333333333333
synes,0.3333333333333333
ser sjeldent bra ut på scenen,0.3333333333333333
burde heller la de imponere litt mer,0.3333333333333333
intenst spennende,1.0
lykkes i stor grad å iscenesette,1.0
garantert vil føre til mange interessante samtaler,0.8333333333333334
Modig valgt,0.8333333333333334
smart utført,0.8333333333333334
hadde passet enda bedre i den mer intime og tette Teaterkjelleren enn på Hovedscenen,0.3333333333333333
hadde passet enda bedre i den mer intime og tette Teaterkjelleren enn på Hovedscenen,0.3333333333333333
Delvis vellykket,0.5
blitt et solid og traust stykke arbeid,0.8333333333333334
skulle ønske,0.8333333333333334
knallbra,1.0
Taust talende,0.8333333333333334
slående kontrast,0.8333333333333334
rører hjerterøtter,0.8333333333333334
bedre enn sine forgjengere,0.8333333333333334
Svein Ludvigsen er bedre,0.3333333333333333
troverdig,0.8333333333333334
medmenneskelig,0.8333333333333334
fungerer utmerket,1.0
Å være flue på veggen under et slikt møte er interessant,0.8333333333333334
faller temperaturen,0.3333333333333333
sjarmert oss lenge nok,0.8333333333333334
trenger en motor,0.3333333333333333
følelsene kobles av,0.3333333333333333
må bestemme seg for å være interessert,0.3333333333333333
Synd,0.3333333333333333
skal ha masse ros for forsøket,0.8333333333333334
forvirrende frisk øyenfryd,0.8333333333333334
terningkast fem,0.8333333333333334
fryd for øyet,0.8333333333333334
rikholdig,0.3333333333333333
innfløkt,0.3333333333333333
bare Mensa-foreningens Star Wars-gruppe klarer å henge med,0.3333333333333333
lat,0.3333333333333333
moro,0.8333333333333334
orker egentlig ikke,0.3333333333333333
late,0.3333333333333333
sterke,0.8333333333333334
mange gode sketsjer,0.8333333333333334
interessen står i fare for å fisjonere,0.3333333333333333
sjanse for at formen holder i to og en halv time,0.16666666666666666
klassisk,0.8333333333333334
medrivende,0.8333333333333334
mørk,0.8333333333333334
velgjørende,0.8333333333333334
fiks,0.8333333333333334
forventningsfull,0.8333333333333334
overraskende surrealistisk,0.8333333333333334
fantastisk,1.0
Veldig mye er bra,0.8333333333333334
MEN ALLE har forskjellige ting fore,0.3333333333333333
glimrende,1.0
visuelt imponerende,1.0
skvetter friskere enn før,0.8333333333333334
flerrer flere trefliser enn en gammeldanslørdag på piggsko,0.8333333333333334
forutsetter at man liker handlinger som beveger seg i episoder,0.16666666666666666
får deg til å føle at filmen begynner fem ganger,0.16666666666666666
fantastiske roller,1.0
Mer panisk enn manisk,0.3333333333333333
elskelig rockorkester,0.8333333333333334
aldri får det til helt i Norge,0.3333333333333333
tidenes største,1.0
Helt fra starten,0.3333333333333333
viktig årsak til deres vedvarende storhet,1.0
Fullt så morsomt blir det ikke,0.3333333333333333
stor hit,0.8333333333333334
episk,0.8333333333333334
herlig raust å åpne,1.0
slutter å gi lyd i det klimaks nærmer seg,0.6666666666666666
bruker lang tid på å hente seg inn igjen,0.3333333333333333
elsker,1.0
ikke særlig momentum utenfor Storbritannia,0.3333333333333333
ikke å være tidenes lørdagsbooking,0.3333333333333333
fortoner seg dermed som noe av en betalt øving med folk til stede,0.3333333333333333
faller mer eller mindre til jorden,0.6666666666666666
bredbent rockgull,0.8333333333333334
himmelskrapende,0.8333333333333334
himmelskrapende musikk,0.8333333333333334
følsomme stemme,0.8333333333333334
ulende gitarspill,0.8333333333333334
følsomme,0.8333333333333334
ulende,0.8333333333333334
Bradfields følsomme stemme og ulende gitarspill,0.8333333333333334
som skapt for massenes hyllest,0.8333333333333334
Enkelte se- og hørverdige øyeblikk,0.5
uimotståelige suget,0.8333333333333334
tidlige perler,1.0
tidlige perler,1.0
glampunkrustningen intakt,0.8333333333333334
glampunkrustningen intakt,0.8333333333333334
fant ikke sted denne kvelden,0.3333333333333333
Bedre enn « Venn »,0.8333333333333334
Bedre enn,0.3333333333333333
Godt ment,0.5
ikke så bra,0.3333333333333333
Hensikten er så god,0.5
lyriske selvfølgeligheter,0.3333333333333333
vugge-i-takt-koring,0.3333333333333333
hemningsløst føleri,0.3333333333333333
lyriske selvfølgeligheter,0.5
vugge-i-takt-koring,0.5
hemningsløst føleri,0.5
veldig sjelden stor musikk,0.3333333333333333
bare store fakter,0.3333333333333333
langt i fra det verste,0.5
langt mer spiselig enn,0.8333333333333334
Den er,0.3333333333333333
svakere enn « Sammen for livet »,0.3333333333333333
den er svakere enn,0.8333333333333334
starter noenlunde smakfullt,0.5
stille verdighet .,0.8333333333333334
varer ikke så lenge,0.3333333333333333
forventede hylekoret,0.3333333333333333
selvfornøyd pseudogospelsang,0.3333333333333333
typen man må holde ut,0.3333333333333333
vil få motorvei-erotikerne til å utvikle fuktig mekanikersprekk av begeistring,1.0
så velkledd at,1.0
hemningsløst gladvulgær grapsefilm,0.8333333333333334
ikke for alle,
klassiske,0.5
kjører på litt for lave gir,0.16666666666666666
perforerte eksosrør,0.16666666666666666
Det er Highway to Hell,0.8333333333333334
det er Wheels of fire,0.8333333333333334
det er sprut-voldelig roadmovie,0.8333333333333334
Apotekene er varsla,0.16666666666666666
Ikke for enhver smak,0.3333333333333333
berømmer,0.8333333333333334
berømmer,0.8333333333333334
vil uten anstrengelse finne ting å mislike,0.6666666666666666
Fans vil trolig digge,1.0
mye triksing med kamera,0.3333333333333333
pussige,0.16666666666666666
pussige lydeffekter,0.16666666666666666
intervjuobjekter som tydeligvis blir bedt om posere naturlig,0.3333333333333333
hamsunsk skikkelse,0.3333333333333333
sliten,0.3333333333333333
pittoresk tapet på NRK i beste sendetid,0.3333333333333333
Lite nytt,0.3333333333333333
til dels interessante ting å si,0.8333333333333334
til dels interessante ting å si,0.8333333333333334
krydrer,1.0
Jørgen Haugan og Nils Magne Knutsen har til dels interessante ting å si,0.8333333333333334
tålmodighetsprøve,0.3333333333333333
lite nytt,0.3333333333333333
den som er ute etter hamsunsk poesi i over hundre år har kunnet finne den annet sted,0.3333333333333333
et av 2015s beste,1.0
ingen tvil,1.0
fargesprakende,0.8333333333333334
fokuserte,0.8333333333333334
fokuserte riff,0.8333333333333334
svært stor sprengkraft,0.8333333333333334
usedvanlig innyndende forsøk på en radiohit,0.8333333333333334
""" Take Me Out "" -riffing",0.8333333333333334
driv som bobler opp,0.8333333333333334
blideste,0.8333333333333334
blottet for nonsens og pauser,0.8333333333333334
hook etter hook,0.8333333333333334
mer enn overgår elegansen og riffstyrken de hadde på toppen av karrieren,1.0
dramatiske,0.8333333333333334
store,0.8333333333333334
store gitarriffene,0.8333333333333334
dramatiske vibrato,0.8333333333333334
hvileløs energi,0.8333333333333334
Sexy,1.0
årets beste,1.0
blant de aller mest uttrykksfulle,1.0
Janet Weiss,0.8333333333333334
Janet Weiss,0.8333333333333334
ikke får utfolde seg så mye her som hun gjorde på The Woods eller Stephen Malkmus & The Jicks' Real Emotional Trash,0.16666666666666666
overtente,0.16666666666666666
livsviktig ryggrad,1.0
lytter etter,0.8333333333333334
"løselig takler tema som forventninger , identitet og forbruk",0.5
enorme,1.0
vokalprestasjonene her er enorme,1.0
forbigår alt det nyere riot grrl-utøvere leverer,0.8333333333333334
helt naturlig,0.8333333333333334
forbigår,0.3333333333333333
aldri hatt så mye verdi og formidlingstrang som nå,1.0
mangler muligens noe av den definerende kraften,0.8333333333333334
mangler muligens noe av den definerende kraften til eksempelvis Dig Me Out og The Woods,0.3333333333333333
helt i toppsjiktet,1.0
kjerneeksempel på effektiv rock,1.0
Morsom,0.8333333333333334
stormforelsket,1.0
på langt nær er like god og original,0.8333333333333334
morsom tegneseriefiks,0.8333333333333334
tøffing som tåler mye og leges raskt,0.8333333333333334
Strålende,1.0
først gjør seg bemerket,0.8333333333333334
strålende utført,1.0
minimalt troverdig stil,0.8333333333333334
enkelte tilfeller av slående fargebruk,0.8333333333333334
ser veldig bra ut,1.0
Litt anonym helt,0.16666666666666666
ikke like gode,0.3333333333333333
aldri bedre enn middelmådig,0.3333333333333333
ser bra ut,0.8333333333333334
flammer på lavbluss som Sand Saref,0.3333333333333333
uvant lite å tilføye,0.3333333333333333
sminket som Hank Von Helvete,0.5
fin som The Spirit,0.8333333333333334
litt anonym helt,0.16666666666666666
litt uinteressant allerede i grunnmaterialet,0.3333333333333333
kanskje ikke Machts skyld,0.5
veier opp,0.8333333333333334
ikke den beste,0.3333333333333333
både dårlig skrevet og fremført i noen sekvenser,0.3333333333333333
heldigvis er ikke dette en snakkefilm,0.8333333333333334
"fikk meg til å le , selv om jeg visste jeg kanskje ikke burde",0.8333333333333334
gjennomføres med en stor porsjon slapstickhumor,0.8333333333333334
Dette synes jeg veier opp for filmens åpenbare svakheter,0.8333333333333334
anbefales,0.8333333333333334
glemmes når Frank Miller og Robert Rodriguez blir ferdige med ” Sin City 2 ”,0.3333333333333333
populære,0.8333333333333334
Ironisk nok var en ferdig nan og et glass Tikka masala-saus det første vi tok ut fra middagspakken,0.16666666666666666
så lite vellykket,0.6666666666666666
Kastet nesten alt sammen,0.6666666666666666
Heldigvis ble det bedre,0.8333333333333334
leverer de også til hovedstaden,0.8333333333333334
har fem ulike kasser,0.8333333333333334
kan bestille fem eller tre middager til fire eller to personer,0.8333333333333334
har,0.8333333333333334
leverer tre middager til fire personer,0.8333333333333334
ekstra barnevennlig,0.8333333333333334
enkle oppskrifter,0.8333333333333334
næringsrik mat,0.8333333333333334
næringsrik,0.8333333333333334
enkle,0.8333333333333334
første biten gikk relativt smertefritt,0.8333333333333334
hakket noe,0.16666666666666666
veldig hyggelig,1.0
veldig hyggelig bud ringte til slutt da han ikke fant frem,0.8333333333333334
slapp å stå å vente lenge,0.8333333333333334
kan,0.3333333333333333
kan Toppmat lære noe av,0.8333333333333334
ga oss et vink når de nærmet seg,0.8333333333333334
Innenfor fristen,0.5
den lille detaljen som gjorde oss ekstra fornøyd,0.8333333333333334
sa ikke,0.16666666666666666
hadde det vært stas om den ga oss noe ekstra,0.3333333333333333
inndelt akkurat slik vi liker at handleposene pakkes,0.8333333333333334
praktisk lite pappkryss delte kartongen i fire,0.8333333333333334
fikk selskap av en liten frysepose,0.8333333333333334
ekstra praktisk å pakke ut av kassen,0.8333333333333334
det meste ferske og fine råvarer,0.8333333333333334
ferske,0.8333333333333334
fine,0.8333333333333334
satt stor pris på fine og varierte,0.8333333333333334
kunne godt sett at én av de to rettene av rødt kjøtt ikke var farsemat,0.3333333333333333
noe gammel,0.16666666666666666
perfekt spisemoden,1.0
hadde begynt å spire,0.16666666666666666
fint tilpasset mengde mat,0.8333333333333334
fikk lite rester,0.8333333333333334
nesten perverst stor,0.3333333333333333
fint,0.8333333333333334
glanset,0.8333333333333334
savner en litt bedre oppskriftsressurs på nett,0.16666666666666666
tilgang til menyheftet for de tre siste pakkene når du logger inn,0.5
aller fleste,0.8333333333333334
lette å følge,0.8333333333333334
variert,0.8333333333333334
fin,0.8333333333333334
flere typer fisk og kjøtt,0.8333333333333334
skulle gjerne sett litt mer grønt,0.16666666666666666
litt i overkant mye bearbeidete grønnsaker,0.16666666666666666
kunne blant annet godt hatt en salat ved siden av,0.3333333333333333
i det minste noe mer enn bare løk,0.3333333333333333
Pluss for morsomme nye salatvarianter,0.8333333333333334
frisk,0.8333333333333334
forbausende frisk,1.0
forsvant til tross for at middagsgjestene ikke i utgangspunktet liker hermetisk mais,0.8333333333333334
omtrent alt gikk galt,0.6666666666666666
altfor lite saus i oppskriften,0.3333333333333333
ingrediensene ble ikke ferdig samtidig,0.3333333333333333
endte,0.6666666666666666
broccolien nærmest gikk i oppløsning før potetbitene,0.6666666666666666
kjøttbollene var halvferdige,0.3333333333333333
så lite vellykket,0.6666666666666666
Kastet,0.6666666666666666
"retten sier bruk 450 gram poteter , men vi får med 400 gram i kassen",0.3333333333333333
"står "" kok risen etter anvisning på pakken "" og pakken er helt blank",0.3333333333333333
vitner om litt hastverksarbeid eller slurv,0.16666666666666666
hadde det vært bulguren som ikke hadde bruksanvisning er det nok noen som ville fått seg en utfordring,0.16666666666666666
Pass på holdbarheten !,0.3333333333333333
stusset også litt over,0.3333333333333333
råvarene som blir levert burde holde til og med lørdag,0.3333333333333333
hovedingrediensen i tre av middagene måtte spises innen fredag,0.3333333333333333
første gang vi har opplevd at råvarene går ut på dato før det har gått en uke,0.3333333333333333
foreslått som siste rett,0.3333333333333333
Alle,0.8333333333333334
"Alle råvarene var fine på smak , selv på utløpsdatoen , med unntak av",0.16666666666666666
sang på siste verset,0.3333333333333333
helt greit,0.5
fikk ingen store kulinariske overraskelser,0.16666666666666666
satt igjen med endel,0.8333333333333334
trenger imidlertid å sprites opp litt,0.16666666666666666
Et par ting trakk skikkelig ned,0.6666666666666666
grusomme,0.6666666666666666
i alt står,0.8333333333333334
varierte,0.8333333333333334
fine,0.8333333333333334
såpass godt planlagt at man ikke sitter igjen med mye rester man må kaste fordi man ikke får spist det opp,0.8333333333333334
"Legg til litt flere grønnsaker som kan spises rå , og dropp ferdigsausen , så lukter dette på terningkast fem",0.5
fire øyne på terningen,0.5
Lite tight,0.3333333333333333
er over,0.8333333333333334
skuffer,0.3333333333333333
utnytter ikke eget potensiale,0.3333333333333333
faller totalt gjennom live,0.3333333333333333
ekstremt dårlig samspill,0.6666666666666666
faller totalt gjennom live,0.6666666666666666
I utgangspunktet sterke låter,0.8333333333333334
I utgangspunktet sterke låter,0.8333333333333334
river ned mer enn de bygger opp,0.3333333333333333
temmelig energiløst,0.3333333333333333
mangler,0.3333333333333333
mangler,0.3333333333333333
mangler både karisma og flyt,0.3333333333333333
feiler desverre altfor ofte,0.3333333333333333
dårlig coverband-vibb,0.3333333333333333
drukner i en haltende framføring,0.3333333333333333
lekre,0.8333333333333334
brukbar versjon,0.8333333333333334
får endelig amfiet til å reise seg,0.8333333333333334
virker,0.8333333333333334
sterkt nok til å sørge for akkurat dette,0.8333333333333334
stas,0.8333333333333334
fungerer bra nok,0.8333333333333334
fungerer bra nok,0.8333333333333334
kometkarriere,0.8333333333333334
forvente et tightere show,0.3333333333333333
knippe nummer én-plasseringer,0.8333333333333334
par Brit Awards,0.8333333333333334
ingen stor konsert,0.3333333333333333
den beste filmen i action-franchisen hittil,1.0
"legger et fint fundament for "" Expendables "" 4,5,6 osv",0.8333333333333334
Stempelet,0.3333333333333333
aldri tidligere har selvironien på det fordums actionheltsyndromet vært tydeligere enn nå,0.8333333333333334
tradisjonelle actionspenningen,0.8333333333333334
enkelte imponerende stunt,0.8333333333333334
"maktkamp mellom det unge , moderne og det eldre , erfarne",0.8333333333333334
"gjør "" Expendables 3 "" til den mest engasjerende av de tre i serien",0.8333333333333334
"gjør "" Expendables 3 "" til den mest engasjerende av de tre i serien",0.8333333333333334
mest engasjerende av de tre i serien,0.8333333333333334
Actionklisjeer,0.16666666666666666
passe vellykket,0.8333333333333334
framdrift,0.8333333333333334
dynket i actionklisjeer,0.3333333333333333
stunts,0.8333333333333334
spenning,0.8333333333333334
forteller hva som skal skje før det gjør det,0.3333333333333333
karikert,0.3333333333333333
karikert,0.3333333333333333
pinlig,0.3333333333333333
pinlig,0.3333333333333333
"også denne gangen er en ung , sexy actionbabe kvinnekvotert inn",0.6666666666666666
"nok av gammel "" Expendables "" -sjel",0.5
liker,0.8333333333333334
kjærlighetsforhold,0.8333333333333334
tidenes mest mislykkede filmer !,0.6666666666666666
liker,0.8333333333333334
sorgløst 60-talls-univers,0.8333333333333334
bobler av tonelykke,0.8333333333333334
burde vært bedre,0.3333333333333333
burde vært,0.3333333333333333
stråler som en sol i hovedrollen !,1.0
nesten genialt å få oppleve John Travolta i drag !,1.0
utrolig morsom,1.0
Stort pluss i margen,0.8333333333333334
Stort pluss i margen,0.8333333333333334
veldig god som tv-produsent,0.8333333333333334
kalkunfilmen,0.3333333333333333
Ingen hits,0.3333333333333333
leken,0.8333333333333334
fartsfylt,0.8333333333333334
musikalsk,0.8333333333333334
"laget en leken , fartsfylt og musikalsk musikal",0.8333333333333334
effektivt kanaliserer det glade 60-tallet,0.8333333333333334
godt,0.8333333333333334
komponert et godt soundtrack,0.8333333333333334
ingen hits,0.3333333333333333
Ingen låter som jeg brenner etter å høre om igjen,0.3333333333333333
Ikke engang Beyoncé greide det,0.3333333333333333
greier det heller ikke,0.3333333333333333
litt anonyme,0.16666666666666666
sjelløse,0.3333333333333333
Sorgløst sukkerspinn,0.5
sorgløst sukkerspinn,0.5
for søt til å skildre det for alvorlig og seriøst,0.8333333333333334
hadde kanskje heller ikke fungert i denne filmen,0.5
liker,0.8333333333333334
bedre opplevelse med bedre låter,0.3333333333333333
bedre opplevelse med,0.3333333333333333
rykker i både fot og smilebånd !,0.8333333333333334
Urovekkende realistisk,1.0
så god,1.0
river og sliter i deg slik at du er totalt utmattet når det hele er over,0.8333333333333334
hjerteskjærende avmakt,0.8333333333333334
bunnløs desperasjon,0.8333333333333334
kjent på din egen dødsangst,0.8333333333333334
tatt farvel med dine nærmeste,0.8333333333333334
særdeles sterk,1.0
viser hvordan en rutineflyging ble til det verst tenkelige marerittet,0.8333333333333334
viser forvirringen i flykontrollene mens dramaet foregikk,0.8333333333333334
skildrer – brutalt godt,1.0
Urovekkende realistisk,1.0
urovekkende realistisk,1.0
svært nær,0.8333333333333334
øker troverdigheten,0.8333333333333334
har ingen betenkeligheter av at noen lager film om denne tragedien,0.8333333333333334
helt fri for amerikansk flaggveiving og selvgodhet,0.8333333333333334
knallsterk,1.0
må være en av årets aller beste,1.0
gjorde fryktelig vondt å se,1.0
litt støle,0.16666666666666666
leddene og replikkene til Arnold Schwarzenegger er litt støle,0.3333333333333333
kan tilgis,0.8333333333333334
så bredbent at hoftene neste går av ledd,0.8333333333333334
Ujålete,0.8333333333333334
støl både i kroppen og onelinerne,0.3333333333333333
for mange av konfrontasjonene løses ved å gripe til en enda større skyter,0.3333333333333333
uoppfinnsomt,0.3333333333333333
ikke det viktigste kvalitetskriteriet,0.16666666666666666
skranglete,0.3333333333333333
lett epileptisk,0.16666666666666666
forkjærlighet for sprutende skuddvekslinger er høyst synlig,0.8333333333333334
bedre impulskontroll siden sist,0.8333333333333334
Klisjeene regner,0.6666666666666666
doven kombinasjon av tics og truende uttrykksløshet,0.3333333333333333
Peter Stormare,0.3333333333333333
vippes opp på fireren,0.8333333333333334
"gammeldags , jovial og skikkelig underholdning",1.0
aldri tar seg selv høytidelig,0.8333333333333334
bena er godt plantet i bakken,0.8333333333333334
knapt,0.8333333333333334
kontant,0.8333333333333334
effektivt,0.8333333333333334
relativt god form,0.5
lugubert,0.3333333333333333
relativt avansert,0.8333333333333334
pillråttent,0.6666666666666666
I stadig utvikling,0.8333333333333334
stødig hånd,0.8333333333333334
ratter med like stødig hånd boken i mål,0.8333333333333334
stødig hånd handlingstrådene,0.8333333333333334
tendens til å få noe tegneserieaktig overdrevent over seg,0.3333333333333333
Det gjelder også,0.3333333333333333
ikke,0.3333333333333333
karakter i stadig utvikling,
ekstra interessante,0.8333333333333334
bitter,0.3333333333333333
God,0.8333333333333334
